timestamp,series
1779929979,1730965504
1779929984,1736994816
1779929989,1740120064
1779929994,1740120064
1779929999,1740120064
1779930004,1740120064
1779930009,1740120064
1779930014,1740120064
1779930019,1740120064
1779930024,1740120064
1779930029,1740115968
1779930034,1596313600
1779930039,1602895872
1779930044,1602838528
1779930049,1602461696
1779930054,1602461696
1779930059,1602461696
1779930064,1602461696
1779930069,1602461696
1779930074,1602461696
1779930079,1602461696
1779930084,1602461696
1779930089,1602461696
1779930094,1605152768
1779930099,1530929152
1779930104,1585291264
1779930109,1585303552
1779930114,1585303552
1779930119,1585303552
1779930124,1585303552
1779930129,1585303552
1779930134,1585303552
1779930139,1585303552
1779930144,1585303552
1779930149,1585303552
1779930154,1603268608
1779930159,1604558848
1779930164,1604792320
1779930169,1533067264
1779930174,1533067264
1779930179,1533067264
1779930184,1533067264
1779930189,1533067264
1779930194,1533067264
1779930199,1533067264
1779930204,1533067264
1779930209,1533067264
1779930214,1532985344
1779930219,1453973504
1779930224,1452806144
1779930229,1381371904
1779930234,1381371904
1779930239,1381371904
1779930244,1381371904
1779930249,1381371904
1779930254,1381371904
1779930259,1381371904
1779930264,1381371904
1779930269,1316286464
1779930274,1316265984
1779930279,1316003840
1779930284,1315835904
1779930289,1315823616
1779930294,1315823616
1779930299,1315823616
1779930304,1315823616
1779930309,1315823616
1779930314,1315823616
1779930319,1315823616
1779930324,1315823616
1779930329,1315942400
1779930334,1315942400
1779930339,1375432704
1779930344,1441030144
1779930349,1441026048
1779930354,1441026048
1779930359,1441026048
1779930364,1441026048
1779930369,1441026048
1779930374,1441026048
1779930379,1441026048
1779930384,1441026048
1779930389,1441026048
1779930394,1438330880
1779930399,1442689024
1779930404,1382588416
1779930409,1382588416
1779930414,1382588416
1779930419,1382588416
1779930424,1382588416
1779930429,1382588416
1779930434,1382588416
1779930439,1382588416
1779930444,1382588416
1779930449,1382600704
1779930454,1381785600
1779930459,1382297600
1779930464,1381294080
1779930469,1381281792
1779930474,1381281792
1779930479,1381281792
1779930484,1381281792
1779930489,1381281792
1779930494,1381281792
1779930499,1381281792
1779930504,1381281792
1779930509,1381191680
1779930514,1380864000
1779930519,1381130240
1779930524,1381961728
1779930529,1381957632
1779930534,1381957632
1779930539,1381957632
1779930544,1381957632
1779930549,1381957632
1779930554,1381957632
1779930559,1381957632
1779930564,1381957632
1779930569,1381945344
1779930574,1382141952
1779930579,1383419904
1779930584,1383555072
1779930589,1383297024
1779930594,1383297024
1779930599,1383297024
1779930604,1383297024
1779930609,1383297024
1779930614,1383297024
1779930619,1383297024
1779930624,1383297024
1779930629,1383297024
1779930634,1383297024
1779930639,1323483136
1779930644,1323450368
1779930649,1323761664
1779930654,1323761664
1779930659,1323761664
1779930664,1323761664
1779930669,1323761664
1779930674,1323761664
1779930679,1323761664
1779930684,1323761664
1779930689,1323925504
1779930694,1324343296
1779930699,1324445696
1779930704,1388560384
1779930709,1453469696
1779930714,1453469696
1779930719,1453469696
1779930724,1453469696
1779930729,1453469696
1779930734,1453469696
1779930739,1453469696
1779930744,1453469696
1779930749,1453469696
1779930754,1456136192
1779930759,1461121024
1779930764,1463771136
1779930769,1463689216
1779930774,1463689216
1779930779,1463689216
1779930784,1463689216
1779930789,1463689216
1779930794,1463689216
1779930799,1463689216
1779930804,1463689216
1779930809,1463689216
1779930814,1468633088
1779930819,1419485184
1779930824,1424642048
1779930829,1424637952
1779930834,1424637952
1779930839,1424637952
1779930844,1424637952
1779930849,1424637952
1779930854,1424637952
1779930859,1424637952
1779930864,1424637952
1779930869,1424637952
1779930874,1424637952
1779930879,1424637952
1779930884,1424637952
1779930889,1424637952
1779930894,1424637952
1779930899,1424637952
1779930904,1424637952
1779930909,1424637952
1779930914,1424637952
1779930919,1424637952
1779930924,1424637952
1779930929,1424637952
1779930934,1424637952
1779930939,1424637952
1779930944,1424637952
1779930949,1424637952
1779930954,1424637952
1779930959,1424637952
1779930964,1424637952
1779930969,1424637952
1779930974,1424637952
1779930979,1424637952
1779930984,1424637952
1779930989,1424637952
1779930994,1424637952
1779930999,1424637952
1779931004,1424637952
1779931009,1424637952
1779931014,1424637952
1779931019,1424637952
1779931024,1424637952
1779931029,1424637952
1779931034,1424637952
1779931039,1424637952
1779931044,1424637952
1779931049,1424637952
1779931054,1424637952
1779931059,1358065664
1779931064,1358065664
1779931069,1358065664
1779931074,1358065664
1779931079,1358065664
1779931084,1358065664
1779931089,1358065664
1779931094,1358065664
1779931099,1358065664
1779931104,1358065664
1779931109,1358065664
1779931114,889180160
1779931119,438366208
1779931124,17694720
