response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.7441,0.0007,0.0000,0.0000,0.7433,0.0001,200,0.2024
0.7439,0.0004,0.0000,0.0000,0.7431,0.0004,200,0.2026
0.7898,0.0004,0.0000,0.0001,0.7857,0.0036,200,0.2022
0.7900,0.0006,0.0000,0.0000,0.7892,0.0001,200,0.2025
0.7952,0.0008,0.0000,0.0000,0.7914,0.0029,200,0.2022
0.3671,0.0000,0.0000,0.0001,0.3668,0.0002,200,0.9465
0.5334,0.0000,0.0000,0.0000,0.5332,0.0002,200,0.9465
0.6753,0.0000,0.0000,0.0000,0.6725,0.0027,200,0.9925
0.6757,0.0000,0.0000,0.0000,0.6731,0.0025,200,0.9921
0.6711,0.0000,0.0000,0.0001,0.6702,0.0009,200,0.9974
0.8364,0.0000,0.0000,0.0000,0.8016,0.0348,200,1.3136
0.6774,0.0000,0.0000,0.0000,0.6720,0.0053,200,1.4799
0.5804,0.0000,0.0000,0.0000,0.5793,0.0011,200,1.6686
0.5954,0.0000,0.0000,0.0000,0.5953,0.0001,200,1.6678
0.5955,0.0000,0.0000,0.0000,0.5954,0.0000,200,1.6678
0.3209,0.0000,0.0000,0.0000,0.3182,0.0027,200,2.1501
0.3137,0.0000,0.0000,0.0000,0.3136,0.0001,200,2.1573
0.3595,0.0000,0.0000,0.0000,0.3576,0.0018,200,2.2490
0.3454,0.0000,0.0000,0.0000,0.3451,0.0002,200,2.2633
0.3462,0.0000,0.0000,0.0000,0.3460,0.0000,200,2.2632
0.1687,0.0000,0.0000,0.0000,0.1686,0.0001,200,2.4710
0.1690,0.0000,0.0000,0.0000,0.1685,0.0005,200,2.4710
11.3191,0.0004,0.0000,0.0000,11.3184,0.0002,500,22.6408
11.3519,0.0005,0.0000,0.0001,11.2822,0.0690,500,22.6093
11.3204,0.0004,0.0000,0.0001,11.2403,0.0794,500,22.6408
11.3516,0.0002,0.0000,0.0000,11.3512,0.0001,500,22.6097
11.3520,0.0005,0.0000,0.0000,11.3509,0.0006,500,22.6093
