timestamp,series
1779957756,1763360768
1779957761,1677578240
1779957766,1679110144
1779957771,1679110144
1779957776,1679110144
1779957781,1679110144
1779957786,1679110144
1779957791,1679110144
1779957796,1679110144
1779957801,1679110144
1779957806,1679110144
1779957811,1679130624
1779957816,1676853248
1779957821,1677320192
1779957826,1675300864
1779957831,1675300864
1779957836,1675300864
1779957841,1675300864
1779957846,1675300864
1779957851,1675300864
1779957856,1675300864
1779957861,1675300864
1779957866,1675300864
1779957871,1745498112
1779957876,1742708736
1779957881,1744986112
1779957886,1745350656
1779957891,1745350656
1779957896,1745350656
1779957901,1745350656
1779957906,1745350656
1779957911,1745350656
1779957916,1745350656
1779957921,1745350656
1779957926,1745350656
1779957931,1745158144
1779957936,1674956800
1779957941,1673592832
1779957946,1603846144
1779957951,1603846144
1779957956,1603846144
1779957961,1603846144
1779957966,1603846144
1779957971,1603846144
1779957976,1603846144
1779957981,1603846144
1779957986,1603846144
1779957991,1603952640
1779957996,1604100096
1779958001,1540112384
1779958006,1540030464
1779958011,1540030464
1779958016,1540030464
1779958021,1540030464
1779958026,1540030464
1779958031,1540030464
1779958036,1540030464
1779958041,1540030464
1779958046,1540030464
1779958051,1540026368
1779958056,1539702784
1779958061,1581457408
1779958066,1639297024
1779958071,1639297024
1779958076,1639297024
1779958081,1639297024
1779958086,1639297024
1779958091,1639297024
1779958096,1639297024
1779958101,1639297024
1779958106,1639297024
1779958111,1664036864
1779958116,1663590400
1779958121,1663913984
1779958126,1672675328
1779958131,1672675328
1779958136,1672675328
1779958141,1672675328
1779958146,1672675328
1779958151,1672675328
1779958156,1672675328
1779958161,1672675328
1779958166,1672675328
1779958171,1602293760
1779958176,1601081344
1779958181,1601048576
1779958186,1601327104
1779958191,1601327104
1779958196,1601327104
1779958201,1601327104
1779958206,1601327104
1779958211,1601327104
1779958216,1601327104
1779958221,1601327104
1779958226,1601327104
1779958231,1602543616
1779958236,1578225664
1779958241,1626951680
1779958246,1627131904
1779958251,1627131904
1779958256,1627131904
1779958261,1627131904
1779958266,1627131904
1779958271,1627131904
1779958276,1627131904
1779958281,1627131904
1779958286,1627131904
1779958291,1627131904
1779958296,1627033600
1779958301,1627095040
1779958306,1587666944
1779958311,1587666944
1779958316,1587666944
1779958321,1587666944
1779958326,1587666944
1779958331,1587666944
1779958336,1587666944
1779958341,1587666944
1779958346,1587666944
1779958351,1587679232
1779958356,1587671040
1779958361,1588043776
1779958366,1584955392
1779958371,1584955392
1779958376,1584955392
1779958381,1584955392
1779958386,1584955392
1779958391,1584955392
1779958396,1584955392
1779958401,1584955392
1779958406,1584955392
1779958411,1585025024
1779958416,1585475584
1779958421,1585577984
1779958426,1585221632
1779958431,1585221632
1779958436,1585221632
1779958441,1585221632
1779958446,1585221632
1779958451,1585221632
1779958456,1585221632
1779958461,1585221632
1779958466,1585221632
1779958471,1585270784
1779958476,1519325184
1779958481,1519284224
1779958486,1519505408
1779958491,1519505408
1779958496,1519505408
1779958501,1519505408
1779958506,1519505408
1779958511,1519505408
1779958516,1519505408
1779958521,1519505408
1779958526,1519505408
1779958531,1519247360
1779958536,1519284224
1779958541,1472442368
1779958546,1472147456
1779958551,1472147456
1779958556,1472147456
1779958561,1472147456
1779958566,1472147456
1779958571,1472147456
1779958576,1472147456
1779958581,1472147456
1779958586,1472147456
1779958591,1472004096
1779958596,1504108544
1779958601,1543892992
1779958606,1543999488
1779958611,1543999488
1779958616,1543999488
1779958621,1543999488
1779958626,1543999488
1779958631,1543999488
1779958636,1543999488
1779958641,1543999488
1779958646,1543999488
1779958651,1543999488
1779958656,1543999488
1779958661,1543999488
1779958666,1543999488
1779958671,1543999488
1779958676,1543999488
1779958681,1543999488
1779958686,1543999488
1779958691,1543999488
1779958696,1543999488
1779958701,1543999488
1779958706,1543999488
1779958711,1543999488
1779958716,1543999488
1779958721,1543999488
1779958726,1543999488
1779958731,1543999488
1779958736,1543999488
1779958741,1543999488
1779958746,1543999488
1779958751,1543999488
1779958756,1543999488
1779958761,1543999488
1779958766,1543999488
1779958771,1543999488
1779958776,1543999488
1779958781,1543999488
1779958786,1543999488
1779958791,1543999488
1779958796,1543999488
1779958801,1543999488
1779958806,1543999488
1779958811,1543999488
1779958816,1543999488
1779958821,1543999488
1779958826,1543999488
1779958831,1543999488
1779958836,1543999488
1779958841,1543999488
1779958846,1543999488
1779958851,1543999488
1779958856,1543999488
1779958861,1543999488
1779958866,1543999488
1779958871,1543999488
1779958876,1543999488
1779958881,1543802880
1779958886,1543802880
1779958891,1005342720
1779958896,831078400
1779958901,399876096
