response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0198,0.0008,0.0000,0.0000,0.0187,0.0001,500,0.1027
0.0241,0.0006,0.0000,0.0001,0.0189,0.0044,500,0.1026
0.0241,0.0008,0.0000,0.0000,0.0232,0.0000,500,0.1027
0.0242,0.0007,0.0000,0.0000,0.0232,0.0000,500,0.1026
0.0241,0.0008,0.0000,0.0000,0.0232,0.0000,500,0.1027
0.0243,0.0009,0.0000,0.0000,0.0232,0.0001,500,0.1025
0.0243,0.0009,0.0000,0.0000,0.0231,0.0001,500,0.1025
0.0242,0.0008,0.0000,0.0000,0.0232,0.0001,500,0.1026
0.0246,0.0007,0.0000,0.0001,0.0232,0.0004,500,0.1026
0.0251,0.0007,0.0000,0.0000,0.0242,0.0000,500,0.1027
0.0044,0.0000,0.0000,0.0000,0.0043,0.0001,500,0.2027
0.0047,0.0000,0.0000,0.0000,0.0043,0.0003,500,0.2026
0.0046,0.0000,0.0000,0.0000,0.0046,0.0000,500,0.2028
0.0050,0.0000,0.0000,0.0000,0.0050,0.0000,500,0.2027
0.0060,0.0000,0.0000,0.0000,0.0060,0.0000,500,0.2027
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,500,0.2027
0.0062,0.0000,0.0000,0.0000,0.0061,0.0001,500,0.2028
0.0063,0.0000,0.0000,0.0000,0.0062,0.0000,500,0.2027
0.0065,0.0000,0.0000,0.0000,0.0063,0.0001,500,0.2027
0.0068,0.0000,0.0000,0.0000,0.0068,0.0000,500,0.2028
0.0050,0.0000,0.0000,0.0000,0.0049,0.0001,500,0.3035
0.0050,0.0000,0.0000,0.0000,0.0049,0.0000,500,0.3035
0.0052,0.0000,0.0000,0.0000,0.0051,0.0000,500,0.3036
0.0052,0.0000,0.0000,0.0000,0.0051,0.0001,500,0.3037
0.0059,0.0000,0.0000,0.0000,0.0056,0.0000,500,0.3034
0.0062,0.0000,0.0000,0.0000,0.0057,0.0003,500,0.3035
0.0064,0.0000,0.0000,0.0000,0.0058,0.0006,500,0.3035
0.0064,0.0000,0.0000,0.0000,0.0063,0.0000,500,0.3035
0.0065,0.0000,0.0000,0.0000,0.0059,0.0005,500,0.3037
0.0065,0.0000,0.0000,0.0000,0.0063,0.0002,500,0.3037
0.0048,0.0000,0.0000,0.0000,0.0047,0.0000,500,0.4025
0.0057,0.0000,0.0000,0.0000,0.0054,0.0002,500,0.4024
0.0060,0.0000,0.0000,0.0000,0.0056,0.0003,500,0.4025
0.0064,0.0000,0.0000,0.0000,0.0056,0.0007,500,0.4025
0.0064,0.0000,0.0000,0.0000,0.0063,0.0000,500,0.4025
0.0097,0.0000,0.0000,0.0000,0.0096,0.0000,500,0.4025
0.0098,0.0000,0.0000,0.0000,0.0088,0.0010,500,0.4025
0.0116,0.0000,0.0000,0.0000,0.0111,0.0004,500,0.4025
0.0122,0.0000,0.0000,0.0000,0.0111,0.0011,500,0.4025
0.0123,0.0000,0.0000,0.0000,0.0121,0.0000,500,0.4025
0.0064,0.0000,0.0000,0.0000,0.0061,0.0000,500,0.5025
0.0074,0.0000,0.0000,0.0000,0.0061,0.0010,500,0.5025
0.0072,0.0000,0.0000,0.0000,0.0071,0.0000,500,0.5027
0.0073,0.0000,0.0000,0.0000,0.0072,0.0000,500,0.5026
0.0072,0.0000,0.0000,0.0000,0.0072,0.0000,500,0.5027
0.0075,0.0000,0.0000,0.0000,0.0074,0.0000,500,0.5026
0.0075,0.0000,0.0000,0.0000,0.0074,0.0000,500,0.5026
0.0073,0.0000,0.0000,0.0000,0.0073,0.0000,500,0.5028
0.0075,0.0000,0.0000,0.0000,0.0074,0.0000,500,0.5026
0.0074,0.0000,0.0000,0.0000,0.0074,0.0000,500,0.5027
0.0101,0.0000,0.0000,0.0000,0.0100,0.0001,500,0.6019
0.0106,0.0000,0.0000,0.0000,0.0105,0.0000,500,0.6018
0.0107,0.0000,0.0000,0.0000,0.0107,0.0000,500,0.6017
0.0109,0.0000,0.0000,0.0000,0.0103,0.0005,500,0.6016
0.0107,0.0000,0.0000,0.0000,0.0106,0.0000,500,0.6018
0.0107,0.0000,0.0000,0.0000,0.0106,0.0000,500,0.6018
0.0108,0.0000,0.0000,0.0000,0.0107,0.0000,500,0.6017
0.0106,0.0000,0.0000,0.0000,0.0106,0.0000,500,0.6018
0.0105,0.0000,0.0000,0.0000,0.0105,0.0000,500,0.6020
0.0106,0.0000,0.0000,0.0000,0.0105,0.0000,500,0.6019
0.0045,0.0000,0.0000,0.0000,0.0044,0.0000,500,0.7023
0.0044,0.0000,0.0000,0.0000,0.0043,0.0000,500,0.7024
0.0046,0.0000,0.0000,0.0000,0.0046,0.0000,500,0.7023
0.0049,0.0000,0.0000,0.0000,0.0048,0.0000,500,0.7024
0.0050,0.0000,0.0000,0.0000,0.0045,0.0004,500,0.7023
0.0049,0.0000,0.0000,0.0000,0.0049,0.0000,500,0.7024
0.0050,0.0000,0.0000,0.0000,0.0050,0.0000,500,0.7024
0.0054,0.0000,0.0000,0.0000,0.0054,0.0000,500,0.7024
0.0055,0.0000,0.0000,0.0000,0.0054,0.0000,500,0.7024
